symbol,marcap,priceDate,quarterDate,capFilter,rank,
AMAG,601,20170609,20170331,400,1,
AMCX,3743,20170609,20170331,400,2,
AOBC,1350,20170609,20170131,400,3,
ABC,20654,20170609,20170331,400,4,
AMGN,120764,20170609,20170331,400,5,
AMN,1757,20170609,20170331,400,6,
AGX,1002,20170609,20170430,400,7,
BIIB,55616,20170609,20170331,400,8,
BPT,447,20170609,20170331,400,9,
BKE,874,20170609,20170430,400,10,
CSCO,156787,20170609,20170430,400,11,
DLX,3421,20170609,20170331,400,12,
DIN,828,20170609,20170331,400,13,
DISCA,15320,20170609,20170331,400,14,
DNB,3830,20170609,20170331,400,15,
EGRX,1172,20170609,20170331,400,16,
ESRX,36448,20170609,20170331,400,17,
FRAN,422,20170609,20170430,400,18,
GME,2229,20170609,20170430,400,19,
GNTX,5415,20170609,20170331,400,20,
GILD,84562,20170609,20170331,400,21,
GHC,3340,20170609,20170331,400,22,
HCKT,433,20170609,20170331,400,23,
HPQ,29963,20170609,20170430,400,24,
IDCC,2873,20170609,20170331,400,25,
MBUU,445,20170609,20170331,400,26,
MDP,2521,20170609,20170331,400,27,
MIK,3495,20170609,20170430,400,28,
MPAA,572,20170609,20161231,400,29,
MSGN,1651,20170609,20170331,400,30,
NCMI,475,20170609,20170331,400,31,
NLS,548,20170609,20170331,400,32,
NSR,1827,20170609,20170331,400,33,
OMC,19119,20170609,20170331,400,34,
PDLI,402,20170609,20170331,400,35,
PBI,2833,20170609,20170331,400,36,
RHI,6009,20170609,20170331,400,37,
SP,673,20170609,20170331,400,38,
RGR,1201,20170609,20170331,400,39,
SCMP,441,20170609,20170331,400,40,
SYNT,1381,20170609,20170331,400,41,
TGNA,3065,20170609,20170331,400,42,
TDC,3619,20170609,20170331,400,43,
TIME,1375,20170609,20170331,400,44,
FOXA,52120,20170609,20170331,400,45,
UIS,602,20170609,20170331,400,46,
UTHR,5927,20170609,20170331,400,47,
USNA,1609,20170609,20170331,400,48,
VIAB,14202,20170609,20170331,400,49,
WNC,1272,20170609,20170331,400,50,
AMAG,601,20170609,20170331,500,1,
AMCX,3743,20170609,20170331,500,2,
AOBC,1350,20170609,20170131,500,3,
ABC,20654,20170609,20170331,500,4,
AMGN,120764,20170609,20170331,500,5,
AMN,1757,20170609,20170331,500,6,
AGX,1002,20170609,20170430,500,7,
BBY,17613,20170609,20170430,500,8,
BIIB,55616,20170609,20170331,500,9,
BKE,874,20170609,20170430,500,10,
CA,13109,20170609,20170331,500,11,
CPLA,1013,20170609,20170331,500,12,
CSCO,156787,20170609,20170430,500,13,
CJREF,1966,20170609,20170228,500,14,
DLX,3421,20170609,20170331,500,15,
DIN,828,20170609,20170331,500,16,
DISCA,15320,20170609,20170331,500,17,
DNB,3830,20170609,20170331,500,18,
EGRX,1172,20170609,20170331,500,19,
ESRX,36448,20170609,20170331,500,20,
GME,2229,20170609,20170430,500,21,
GNTX,5415,20170609,20170331,500,22,
GILD,84562,20170609,20170331,500,23,
GHC,3340,20170609,20170331,500,24,
HPQ,29963,20170609,20170430,500,25,
IDCC,2873,20170609,20170331,500,26,
MED,508,20170609,20170331,500,27,
MDP,2521,20170609,20170331,500,28,
MIK,3495,20170609,20170430,500,29,
MPAA,572,20170609,20161231,500,30,
MSGN,1651,20170609,20170331,500,31,
NLS,548,20170609,20170331,500,32,
NSR,1827,20170609,20170331,500,33,
OMC,19119,20170609,20170331,500,34,
PBI,2833,20170609,20170331,500,35,
QCOM,84262,20170609,20170331,500,36,
RHI,6009,20170609,20170331,500,37,
SNI,8719,20170609,20170331,500,38,
SP,673,20170609,20170331,500,39,
RGR,1201,20170609,20170331,500,40,
SYNT,1381,20170609,20170331,500,41,
TGNA,3065,20170609,20170331,500,42,
TDC,3619,20170609,20170331,500,43,
TIME,1375,20170609,20170331,500,44,
FOXA,52120,20170609,20170331,500,45,
UIS,602,20170609,20170331,500,46,
UTHR,5927,20170609,20170331,500,47,
USNA,1609,20170609,20170331,500,48,
VIAB,14202,20170609,20170331,500,49,
WNC,1272,20170609,20170331,500,50,
AMAG,601,20170609,20170331,600,1,
AMCX,3743,20170609,20170331,600,2,
AOBC,1350,20170609,20170131,600,3,
ABC,20654,20170609,20170331,600,4,
AMGN,120764,20170609,20170331,600,5,
AMN,1757,20170609,20170331,600,6,
AGX,1002,20170609,20170430,600,7,
BBY,17613,20170609,20170430,600,8,
BIIB,55616,20170609,20170331,600,9,
BKE,874,20170609,20170430,600,10,
CA,13109,20170609,20170331,600,11,
CPLA,1013,20170609,20170331,600,12,
CSCO,156787,20170609,20170430,600,13,
CJREF,1966,20170609,20170228,600,14,
CSRA,5130,20170609,20170331,600,15,
DLX,3421,20170609,20170331,600,16,
DIN,828,20170609,20170331,600,17,
DISCA,15320,20170609,20170331,600,18,
DNB,3830,20170609,20170331,600,19,
EGRX,1172,20170609,20170331,600,20,
ESRX,36448,20170609,20170331,600,21,
FFIV,8289,20170609,20170331,600,22,
GME,2229,20170609,20170430,600,23,
GNTX,5415,20170609,20170331,600,24,
GILD,84562,20170609,20170331,600,25,
GHC,3340,20170609,20170331,600,26,
HPQ,29963,20170609,20170430,600,27,
IDCC,2873,20170609,20170331,600,28,
LEA,10040,20170609,20170331,600,29,
MDP,2521,20170609,20170331,600,30,
MIK,3495,20170609,20170430,600,31,
MSGN,1651,20170609,20170331,600,32,
NSR,1827,20170609,20170331,600,33,
OMC,19119,20170609,20170331,600,34,
PBI,2833,20170609,20170331,600,35,
QCOM,84262,20170609,20170331,600,36,
RHI,6009,20170609,20170331,600,37,
SNI,8719,20170609,20170331,600,38,
SP,673,20170609,20170331,600,39,
RGR,1201,20170609,20170331,600,40,
SYNT,1381,20170609,20170331,600,41,
TGNA,3065,20170609,20170331,600,42,
TDC,3619,20170609,20170331,600,43,
TIME,1375,20170609,20170331,600,44,
FOXA,52120,20170609,20170331,600,45,
UIS,602,20170609,20170331,600,46,
UTHR,5927,20170609,20170331,600,47,
USNA,1609,20170609,20170331,600,48,
VIAB,14202,20170609,20170331,600,49,
WNC,1272,20170609,20170331,600,50,
ACIA,1775,20170609,20170331,700,1,
AMCX,3743,20170609,20170331,700,2,
AOBC,1350,20170609,20170131,700,3,
ABC,20654,20170609,20170331,700,4,
AMGN,120764,20170609,20170331,700,5,
AMN,1757,20170609,20170331,700,6,
AGX,1002,20170609,20170430,700,7,
BBY,17613,20170609,20170430,700,8,
BIIB,55616,20170609,20170331,700,9,
BKE,874,20170609,20170430,700,10,
CA,13109,20170609,20170331,700,11,
CPLA,1013,20170609,20170331,700,12,
CSCO,156787,20170609,20170430,700,13,
CJREF,1966,20170609,20170228,700,14,
CSRA,5130,20170609,20170331,700,15,
CVS,81862,20170609,20170331,700,16,
DLX,3421,20170609,20170331,700,17,
DIN,828,20170609,20170331,700,18,
DISCA,15320,20170609,20170331,700,19,
DNB,3830,20170609,20170331,700,20,
EGRX,1172,20170609,20170331,700,21,
ESRX,36448,20170609,20170331,700,22,
FFIV,8289,20170609,20170331,700,23,
GME,2229,20170609,20170430,700,24,
GNTX,5415,20170609,20170331,700,25,
GILD,84562,20170609,20170331,700,26,
GHC,3340,20170609,20170331,700,27,
HPQ,29963,20170609,20170430,700,28,
IDCC,2873,20170609,20170331,700,29,
LEA,10040,20170609,20170331,700,30,
MDP,2521,20170609,20170331,700,31,
KORS,5702,20170609,20170331,700,32,
MIK,3495,20170609,20170430,700,33,
MSGN,1651,20170609,20170331,700,34,
NSR,1827,20170609,20170331,700,35,
OMC,19119,20170609,20170331,700,36,
PBI,2833,20170609,20170331,700,37,
QCOM,84262,20170609,20170331,700,38,
RHI,6009,20170609,20170331,700,39,
SNI,8719,20170609,20170331,700,40,
RGR,1201,20170609,20170331,700,41,
SYNT,1381,20170609,20170331,700,42,
TGNA,3065,20170609,20170331,700,43,
TDC,3619,20170609,20170331,700,44,
TIME,1375,20170609,20170331,700,45,
FOXA,52120,20170609,20170331,700,46,
UTHR,5927,20170609,20170331,700,47,
USNA,1609,20170609,20170331,700,48,
VIAB,14202,20170609,20170331,700,49,
WNC,1272,20170609,20170331,700,50,
ACIA,1775,20170609,20170331,800,1,
AMCX,3743,20170609,20170331,800,2,
AOBC,1350,20170609,20170131,800,3,
ABC,20654,20170609,20170331,800,4,
AMGN,120764,20170609,20170331,800,5,
AMN,1757,20170609,20170331,800,6,
AGX,1002,20170609,20170430,800,7,
BBY,17613,20170609,20170430,800,8,
BIIB,55616,20170609,20170331,800,9,
BKE,874,20170609,20170430,800,10,
CA,13109,20170609,20170331,800,11,
CPLA,1013,20170609,20170331,800,12,
CSCO,156787,20170609,20170430,800,13,
CJREF,1966,20170609,20170228,800,14,
CSRA,5130,20170609,20170331,800,15,
CVS,81862,20170609,20170331,800,16,
DLX,3421,20170609,20170331,800,17,
DIN,828,20170609,20170331,800,18,
DISCA,15320,20170609,20170331,800,19,
DNB,3830,20170609,20170331,800,20,
EGRX,1172,20170609,20170331,800,21,
ESRX,36448,20170609,20170331,800,22,
FFIV,8289,20170609,20170331,800,23,
GME,2229,20170609,20170430,800,24,
GNTX,5415,20170609,20170331,800,25,
GILD,84562,20170609,20170331,800,26,
GHC,3340,20170609,20170331,800,27,
HPQ,29963,20170609,20170430,800,28,
IDCC,2873,20170609,20170331,800,29,
LEA,10040,20170609,20170331,800,30,
MDP,2521,20170609,20170331,800,31,
KORS,5702,20170609,20170331,800,32,
MIK,3495,20170609,20170430,800,33,
MSGN,1651,20170609,20170331,800,34,
NSR,1827,20170609,20170331,800,35,
OMC,19119,20170609,20170331,800,36,
PBI,2833,20170609,20170331,800,37,
QCOM,84262,20170609,20170331,800,38,
RHI,6009,20170609,20170331,800,39,
SNI,8719,20170609,20170331,800,40,
RGR,1201,20170609,20170331,800,41,
SYNT,1381,20170609,20170331,800,42,
TGNA,3065,20170609,20170331,800,43,
TDC,3619,20170609,20170331,800,44,
TIME,1375,20170609,20170331,800,45,
FOXA,52120,20170609,20170331,800,46,
UTHR,5927,20170609,20170331,800,47,
USNA,1609,20170609,20170331,800,48,
VIAB,14202,20170609,20170331,800,49,
WNC,1272,20170609,20170331,800,50,
ACIA,1775,20170609,20170331,900,1,
AMCX,3743,20170609,20170331,900,2,
AOBC,1350,20170609,20170131,900,3,
ABC,20654,20170609,20170331,900,4,
AMGN,120764,20170609,20170331,900,5,
AMN,1757,20170609,20170331,900,6,
AGX,1002,20170609,20170430,900,7,
BBY,17613,20170609,20170430,900,8,
BIIB,55616,20170609,20170331,900,9,
CA,13109,20170609,20170331,900,10,
CPLA,1013,20170609,20170331,900,11,
CSCO,156787,20170609,20170430,900,12,
CJREF,1966,20170609,20170228,900,13,
CSRA,5130,20170609,20170331,900,14,
CVS,81862,20170609,20170331,900,15,
DLX,3421,20170609,20170331,900,16,
DISCA,15320,20170609,20170331,900,17,
DNB,3830,20170609,20170331,900,18,
EGRX,1172,20170609,20170331,900,19,
ESRX,36448,20170609,20170331,900,20,
FFIV,8289,20170609,20170331,900,21,
GME,2229,20170609,20170430,900,22,
GNTX,5415,20170609,20170331,900,23,
GILD,84562,20170609,20170331,900,24,
GHC,3340,20170609,20170331,900,25,
HPQ,29963,20170609,20170430,900,26,
IDCC,2873,20170609,20170331,900,27,
IPG,9599,20170609,20170331,900,28,
LEA,10040,20170609,20170331,900,29,
MDP,2521,20170609,20170331,900,30,
KORS,5702,20170609,20170331,900,31,
MIK,3495,20170609,20170430,900,32,
MSGN,1651,20170609,20170331,900,33,
NSR,1827,20170609,20170331,900,34,
OMC,19119,20170609,20170331,900,35,
PBI,2833,20170609,20170331,900,36,
QCOM,84262,20170609,20170331,900,37,
RHI,6009,20170609,20170331,900,38,
SNI,8719,20170609,20170331,900,39,
RGR,1201,20170609,20170331,900,40,
SYNT,1381,20170609,20170331,900,41,
TGNA,3065,20170609,20170331,900,42,
TDC,3619,20170609,20170331,900,43,
TIME,1375,20170609,20170331,900,44,
FOXA,52120,20170609,20170331,900,45,
UTHR,5927,20170609,20170331,900,46,
USNA,1609,20170609,20170331,900,47,
VIAB,14202,20170609,20170331,900,48,
WNC,1272,20170609,20170331,900,49,
WSTC,1935,20170609,20170331,900,50,
ACIA,1775,20170609,20170331,1000,1,
AMCX,3743,20170609,20170331,1000,2,
AOBC,1350,20170609,20170131,1000,3,
ABC,20654,20170609,20170331,1000,4,
AMGN,120764,20170609,20170331,1000,5,
AMN,1757,20170609,20170331,1000,6,
AGX,1002,20170609,20170430,1000,7,
BBY,17613,20170609,20170430,1000,8,
BIIB,55616,20170609,20170331,1000,9,
CA,13109,20170609,20170331,1000,10,
CPLA,1013,20170609,20170331,1000,11,
CSCO,156787,20170609,20170430,1000,12,
CJREF,1966,20170609,20170228,1000,13,
CSRA,5130,20170609,20170331,1000,14,
CVS,81862,20170609,20170331,1000,15,
DLX,3421,20170609,20170331,1000,16,
DISCA,15320,20170609,20170331,1000,17,
DNB,3830,20170609,20170331,1000,18,
EGRX,1172,20170609,20170331,1000,19,
ESRX,36448,20170609,20170331,1000,20,
FFIV,8289,20170609,20170331,1000,21,
GME,2229,20170609,20170430,1000,22,
GNTX,5415,20170609,20170331,1000,23,
GILD,84562,20170609,20170331,1000,24,
GHC,3340,20170609,20170331,1000,25,
HPQ,29963,20170609,20170430,1000,26,
IDCC,2873,20170609,20170331,1000,27,
IPG,9599,20170609,20170331,1000,28,
LEA,10040,20170609,20170331,1000,29,
MDP,2521,20170609,20170331,1000,30,
KORS,5702,20170609,20170331,1000,31,
MIK,3495,20170609,20170430,1000,32,
MSGN,1651,20170609,20170331,1000,33,
NSR,1827,20170609,20170331,1000,34,
OMC,19119,20170609,20170331,1000,35,
PBI,2833,20170609,20170331,1000,36,
QCOM,84262,20170609,20170331,1000,37,
RHI,6009,20170609,20170331,1000,38,
SNI,8719,20170609,20170331,1000,39,
RGR,1201,20170609,20170331,1000,40,
SYNT,1381,20170609,20170331,1000,41,
TGNA,3065,20170609,20170331,1000,42,
TDC,3619,20170609,20170331,1000,43,
TIME,1375,20170609,20170331,1000,44,
FOXA,52120,20170609,20170331,1000,45,
UTHR,5927,20170609,20170331,1000,46,
USNA,1609,20170609,20170331,1000,47,
VIAB,14202,20170609,20170331,1000,48,
WNC,1272,20170609,20170331,1000,49,
WSTC,1935,20170609,20170331,1000,50,
ACIA,1775,20170609,20170331,1200,1,
AMCX,3743,20170609,20170331,1200,2,
AOBC,1350,20170609,20170131,1200,3,
ABC,20654,20170609,20170331,1200,4,
AMGN,120764,20170609,20170331,1200,5,
AMN,1757,20170609,20170331,1200,6,
BBY,17613,20170609,20170430,1200,7,
BIIB,55616,20170609,20170331,1200,8,
CA,13109,20170609,20170331,1200,9,
GIB,14806,20170609,20170331,1200,10,
CSCO,156787,20170609,20170430,1200,11,
CJREF,1966,20170609,20170228,1200,12,
CSRA,5130,20170609,20170331,1200,13,
CVS,81862,20170609,20170331,1200,14,
DLX,3421,20170609,20170331,1200,15,
DISCA,15320,20170609,20170331,1200,16,
DNB,3830,20170609,20170331,1200,17,
ESRX,36448,20170609,20170331,1200,18,
FFIV,8289,20170609,20170331,1200,19,
GME,2229,20170609,20170430,1200,20,
GNTX,5415,20170609,20170331,1200,21,
GILD,84562,20170609,20170331,1200,22,
GHC,3340,20170609,20170331,1200,23,
HPQ,29963,20170609,20170430,1200,24,
IDCC,2873,20170609,20170331,1200,25,
IPG,9599,20170609,20170331,1200,26,
LEA,10040,20170609,20170331,1200,27,
MCK,34965,20170609,20170331,1200,28,
MD,5200,20170609,20170331,1200,29,
MDP,2521,20170609,20170331,1200,30,
KORS,5702,20170609,20170331,1200,31,
MIK,3495,20170609,20170430,1200,32,
MSGN,1651,20170609,20170331,1200,33,
NSR,1827,20170609,20170331,1200,34,
OMC,19119,20170609,20170331,1200,35,
PBI,2833,20170609,20170331,1200,36,
QCOM,84262,20170609,20170331,1200,37,
RHI,6009,20170609,20170331,1200,38,
SNI,8719,20170609,20170331,1200,39,
RGR,1201,20170609,20170331,1200,40,
SYNT,1381,20170609,20170331,1200,41,
TGNA,3065,20170609,20170331,1200,42,
TDC,3619,20170609,20170331,1200,43,
TIME,1375,20170609,20170331,1200,44,
FOXA,52120,20170609,20170331,1200,45,
UTHR,5927,20170609,20170331,1200,46,
USNA,1609,20170609,20170331,1200,47,
VIAB,14202,20170609,20170331,1200,48,
WNC,1272,20170609,20170331,1200,49,
WSTC,1935,20170609,20170331,1200,50,
ACIA,1775,20170609,20170331,1400,1,
AMCX,3743,20170609,20170331,1400,2,
ABC,20654,20170609,20170331,1400,3,
AMGN,120764,20170609,20170331,1400,4,
AMN,1757,20170609,20170331,1400,5,
BBY,17613,20170609,20170430,1400,6,
BIIB,55616,20170609,20170331,1400,7,
CA,13109,20170609,20170331,1400,8,
GIB,14806,20170609,20170331,1400,9,
CSCO,156787,20170609,20170430,1400,10,
CJREF,1966,20170609,20170228,1400,11,
CSRA,5130,20170609,20170331,1400,12,
CVS,81862,20170609,20170331,1400,13,
DLX,3421,20170609,20170331,1400,14,
DISCA,15320,20170609,20170331,1400,15,
DNB,3830,20170609,20170331,1400,16,
ESRX,36448,20170609,20170331,1400,17,
FFIV,8289,20170609,20170331,1400,18,
FL,7192,20170609,20170430,1400,19,
GME,2229,20170609,20170430,1400,20,
GNTX,5415,20170609,20170331,1400,21,
GILD,84562,20170609,20170331,1400,22,
GHC,3340,20170609,20170331,1400,23,
HPQ,29963,20170609,20170430,1400,24,
IDCC,2873,20170609,20170331,1400,25,
IPG,9599,20170609,20170331,1400,26,
KLAC,15986,20170609,20170331,1400,27,
LEA,10040,20170609,20170331,1400,28,
MAN,7035,20170609,20170331,1400,29,
MCK,34965,20170609,20170331,1400,30,
MD,5200,20170609,20170331,1400,31,
MDP,2521,20170609,20170331,1400,32,
KORS,5702,20170609,20170331,1400,33,
MIK,3495,20170609,20170430,1400,34,
MSGN,1651,20170609,20170331,1400,35,
NSR,1827,20170609,20170331,1400,36,
ODP,2872,20170609,20170331,1400,37,
OMC,19119,20170609,20170331,1400,38,
PBI,2833,20170609,20170331,1400,39,
QCOM,84262,20170609,20170331,1400,40,
RHI,6009,20170609,20170331,1400,41,
SNI,8719,20170609,20170331,1400,42,
TGNA,3065,20170609,20170331,1400,43,
TDC,3619,20170609,20170331,1400,44,
FOXA,52120,20170609,20170331,1400,45,
UTHR,5927,20170609,20170331,1400,46,
USNA,1609,20170609,20170331,1400,47,
VIAB,14202,20170609,20170331,1400,48,
WBMD,2153,20170609,20170331,1400,49,
WSTC,1935,20170609,20170331,1400,50,
ACIA,1775,20170609,20170331,1600,1,
AMCX,3743,20170609,20170331,1600,2,
ABC,20654,20170609,20170331,1600,3,
AMGN,120764,20170609,20170331,1600,4,
AMN,1757,20170609,20170331,1600,5,
BBY,17613,20170609,20170430,1600,6,
BIIB,55616,20170609,20170331,1600,7,
CA,13109,20170609,20170331,1600,8,
GIB,14806,20170609,20170331,1600,9,
CSCO,156787,20170609,20170430,1600,10,
CJREF,1966,20170609,20170228,1600,11,
CSRA,5130,20170609,20170331,1600,12,
CVS,81862,20170609,20170331,1600,13,
DLX,3421,20170609,20170331,1600,14,
DISCA,15320,20170609,20170331,1600,15,
DNB,3830,20170609,20170331,1600,16,
ESRX,36448,20170609,20170331,1600,17,
FFIV,8289,20170609,20170331,1600,18,
FL,7192,20170609,20170430,1600,19,
GME,2229,20170609,20170430,1600,20,
GNTX,5415,20170609,20170331,1600,21,
GILD,84562,20170609,20170331,1600,22,
GHC,3340,20170609,20170331,1600,23,
HPQ,29963,20170609,20170430,1600,24,
IDCC,2873,20170609,20170331,1600,25,
IPG,9599,20170609,20170331,1600,26,
KLAC,15986,20170609,20170331,1600,27,
LEA,10040,20170609,20170331,1600,28,
MAN,7035,20170609,20170331,1600,29,
MCK,34965,20170609,20170331,1600,30,
MD,5200,20170609,20170331,1600,31,
MDP,2521,20170609,20170331,1600,32,
KORS,5702,20170609,20170331,1600,33,
MIK,3495,20170609,20170430,1600,34,
MSGN,1651,20170609,20170331,1600,35,
NSR,1827,20170609,20170331,1600,36,
ODP,2872,20170609,20170331,1600,37,
OMC,19119,20170609,20170331,1600,38,
PBI,2833,20170609,20170331,1600,39,
QCOM,84262,20170609,20170331,1600,40,
RHI,6009,20170609,20170331,1600,41,
SNI,8719,20170609,20170331,1600,42,
TGNA,3065,20170609,20170331,1600,43,
TDC,3619,20170609,20170331,1600,44,
FOXA,52120,20170609,20170331,1600,45,
UTHR,5927,20170609,20170331,1600,46,
USNA,1609,20170609,20170331,1600,47,
VIAB,14202,20170609,20170331,1600,48,
WBMD,2153,20170609,20170331,1600,49,
WSTC,1935,20170609,20170331,1600,50,
ABBV,110870,20170609,20170331,1800,1,
AMCX,3743,20170609,20170331,1800,2,
ABC,20654,20170609,20170331,1800,3,
AMGN,120764,20170609,20170331,1800,4,
BBY,17613,20170609,20170430,1800,5,
BIIB,55616,20170609,20170331,1800,6,
HRB,5425,20170609,20170131,1800,7,
CA,13109,20170609,20170331,1800,8,
GIB,14806,20170609,20170331,1800,9,
CSCO,156787,20170609,20170430,1800,10,
CJREF,1966,20170609,20170228,1800,11,
CSRA,5130,20170609,20170331,1800,12,
CVS,81862,20170609,20170331,1800,13,
DLX,3421,20170609,20170331,1800,14,
DISCA,15320,20170609,20170331,1800,15,
DNB,3830,20170609,20170331,1800,16,
ESRX,36448,20170609,20170331,1800,17,
FFIV,8289,20170609,20170331,1800,18,
FL,7192,20170609,20170430,1800,19,
GME,2229,20170609,20170430,1800,20,
GNTX,5415,20170609,20170331,1800,21,
GILD,84562,20170609,20170331,1800,22,
GHC,3340,20170609,20170331,1800,23,
HPQ,29963,20170609,20170430,1800,24,
IDCC,2873,20170609,20170331,1800,25,
IPG,9599,20170609,20170331,1800,26,
JNPR,10943,20170609,20170331,1800,27,
KLAC,15986,20170609,20170331,1800,28,
LB,14957,20170609,20170430,1800,29,
LEA,10040,20170609,20170331,1800,30,
MAN,7035,20170609,20170331,1800,31,
MCK,34965,20170609,20170331,1800,32,
MD,5200,20170609,20170331,1800,33,
MDP,2521,20170609,20170331,1800,34,
KORS,5702,20170609,20170331,1800,35,
MIK,3495,20170609,20170430,1800,36,
NSR,1827,20170609,20170331,1800,37,
ODP,2872,20170609,20170331,1800,38,
OMC,19119,20170609,20170331,1800,39,
PBI,2833,20170609,20170331,1800,40,
QCOM,84262,20170609,20170331,1800,41,
RHI,6009,20170609,20170331,1800,42,
SNI,8719,20170609,20170331,1800,43,
TGNA,3065,20170609,20170331,1800,44,
TDC,3619,20170609,20170331,1800,45,
FOXA,52120,20170609,20170331,1800,46,
UTHR,5927,20170609,20170331,1800,47,
VIAB,14202,20170609,20170331,1800,48,
WBMD,2153,20170609,20170331,1800,49,
WSTC,1935,20170609,20170331,1800,50,
ABBV,110870,20170609,20170331,2000,1,
AMCX,3743,20170609,20170331,2000,2,
ABC,20654,20170609,20170331,2000,3,
AMGN,120764,20170609,20170331,2000,4,
BBY,17613,20170609,20170430,2000,5,
BIIB,55616,20170609,20170331,2000,6,
HRB,5425,20170609,20170131,2000,7,
CA,13109,20170609,20170331,2000,8,
GIB,14806,20170609,20170331,2000,9,
CSCO,156787,20170609,20170430,2000,10,
CSRA,5130,20170609,20170331,2000,11,
CVS,81862,20170609,20170331,2000,12,
DLX,3421,20170609,20170331,2000,13,
DISCA,15320,20170609,20170331,2000,14,
DNB,3830,20170609,20170331,2000,15,
ESRX,36448,20170609,20170331,2000,16,
FFIV,8289,20170609,20170331,2000,17,
FL,7192,20170609,20170430,2000,18,
GME,2229,20170609,20170430,2000,19,
GNTX,5415,20170609,20170331,2000,20,
GILD,84562,20170609,20170331,2000,21,
GHC,3340,20170609,20170331,2000,22,
HLT,21343,20170609,20170331,2000,23,
HPQ,29963,20170609,20170430,2000,24,
IDCC,2873,20170609,20170331,2000,25,
IPG,9599,20170609,20170331,2000,26,
JNPR,10943,20170609,20170331,2000,27,
KLAC,15986,20170609,20170331,2000,28,
LB,14957,20170609,20170430,2000,29,
LEA,10040,20170609,20170331,2000,30,
MAN,7035,20170609,20170331,2000,31,
MCK,34965,20170609,20170331,2000,32,
MD,5200,20170609,20170331,2000,33,
MDP,2521,20170609,20170331,2000,34,
KORS,5702,20170609,20170331,2000,35,
MIK,3495,20170609,20170430,2000,36,
ODP,2872,20170609,20170331,2000,37,
OMC,19119,20170609,20170331,2000,38,
PBI,2833,20170609,20170331,2000,39,
QCOM,84262,20170609,20170331,2000,40,
RHI,6009,20170609,20170331,2000,41,
SNI,8719,20170609,20170331,2000,42,
SPLS,6041,20170609,20170430,2000,43,
TGNA,3065,20170609,20170331,2000,44,
TDC,3619,20170609,20170331,2000,45,
TWX,76872,20170609,20170331,2000,46,
FOXA,52120,20170609,20170331,2000,47,
UTHR,5927,20170609,20170331,2000,48,
VIAB,14202,20170609,20170331,2000,49,
WBMD,2153,20170609,20170331,2000,50,
ABBV,110870,20170609,20170331,2200,1,
AMCX,3743,20170609,20170331,2200,2,
ABC,20654,20170609,20170331,2200,3,
AMGN,120764,20170609,20170331,2200,4,
BBY,17613,20170609,20170430,2200,5,
BIIB,55616,20170609,20170331,2200,6,
HRB,5425,20170609,20170131,2200,7,
CA,13109,20170609,20170331,2200,8,
GIB,14806,20170609,20170331,2200,9,
CSCO,156787,20170609,20170430,2200,10,
CSRA,5130,20170609,20170331,2200,11,
CVS,81862,20170609,20170331,2200,12,
DLX,3421,20170609,20170331,2200,13,
DISCA,15320,20170609,20170331,2200,14,
DNB,3830,20170609,20170331,2200,15,
ESRX,36448,20170609,20170331,2200,16,
FFIV,8289,20170609,20170331,2200,17,
FL,7192,20170609,20170430,2200,18,
GME,2229,20170609,20170430,2200,19,
GNTX,5415,20170609,20170331,2200,20,
GILD,84562,20170609,20170331,2200,21,
GHC,3340,20170609,20170331,2200,22,
HLT,21343,20170609,20170331,2200,23,
HPQ,29963,20170609,20170430,2200,24,
IDCC,2873,20170609,20170331,2200,25,
IPG,9599,20170609,20170331,2200,26,
JNPR,10943,20170609,20170331,2200,27,
KLAC,15986,20170609,20170331,2200,28,
LB,14957,20170609,20170430,2200,29,
LEA,10040,20170609,20170331,2200,30,
MAN,7035,20170609,20170331,2200,31,
MCK,34965,20170609,20170331,2200,32,
MD,5200,20170609,20170331,2200,33,
MDP,2521,20170609,20170331,2200,34,
KORS,5702,20170609,20170331,2200,35,
MIK,3495,20170609,20170430,2200,36,
ODP,2872,20170609,20170331,2200,37,
OMC,19119,20170609,20170331,2200,38,
PBI,2833,20170609,20170331,2200,39,
QCOM,84262,20170609,20170331,2200,40,
RHI,6009,20170609,20170331,2200,41,
SBH,2692,20170609,20170331,2200,42,
SNI,8719,20170609,20170331,2200,43,
SPLS,6041,20170609,20170430,2200,44,
TGNA,3065,20170609,20170331,2200,45,
TDC,3619,20170609,20170331,2200,46,
TWX,76872,20170609,20170331,2200,47,
FOXA,52120,20170609,20170331,2200,48,
UTHR,5927,20170609,20170331,2200,49,
VIAB,14202,20170609,20170331,2200,50,